Ticker,Broker_Score_ct,Broker_Score_wtg,Benchmark,1_Yr_Return,3_Yr_Return,5_Yr_Return,7_Yr_Return,1_Yr_Return_BM,3_Yr_Return_BM,5_Yr_Return_BM,7_Yr_Return_BM,AUM,AUM_2016,Num_of_Holdings,Turnover_2005,Turnover_2004,Turnover_2003,3_yr_Turnover_Avg,Net_Expense_Ratio,Avg_Mkt_Cap_M,P_E,P_B,P_S,P_C,Debt_to_Capital,Net_Margin,ROA,ROE
PRGFX,1498,1517,S&P500,13.12,-9.77,3.99,5.25,14.53,-8.13,2.26,4.08,12768407195.00,49523961680.00,112.00,16.10,30.70,47.00,31.27,0.74,43104.37,20.61,3.65,2.11,14.42,20.73,13.46,11.39,20.83
PRGIX,1620,1564,S&P500,13.12,-8.12,2.71,3.93,14.53,-8.13,2.26,4.08,1722012000.00,1744282942.00,114.00,30.70,36.40,45.00,37.37,0.74,33072.58,18.65,2.88,1.72,11.72,27.92,12.35,9.51,17.67
PRGNX,212,456,S&P500,24.52,-4.75,13.20,5.52,14.53,-8.13,2.26,4.08,1200262224.00,1726093831.00,89.00,36.40,6.00,25.00,22.47,0.78,6511.23,22.99,3.61,2.84,14.68,19.12,10.94,5.67,13.83
PRHSX,648,854,S&P500,12.04,-1.43,7.89,11.44,14.53,-8.13,2.26,4.08,1488579600.00,10739590631.00,133.00,56.00,44.10,63.00,54.37,2.16,9078.82,28.82,4.90,2.82,18.94,33.93,4.81,0.67,9.81
PRMTX,286,390,S&P500,27.88,-5.08,12.49,12.00,14.53,-8.13,2.26,4.08,1035477562.00,4150855390.00,77.00,44.10,107.60,185.00,112.23,0.93,12163.75,26.51,3.50,3.88,16.61,29.66,5.12,6.98,11.60
PRNEX,587,746,S&P500,19.13,-5.24,8.73,4.34,14.53,-8.13,2.26,4.08,3762720048.00,3479563189.00,90.00,107.60,19.20,11.00,45.93,0.96,18122.28,18.40,3.08,1.43,10.84,24.00,12.45,8.41,17.87
PROVX,178,948,S&P500,8.88,-3.10,4.95,4.39,14.53,-8.13,2.26,4.08,27395551.00,125168136.00,19.00,19.20,48.80,52.00,40.00,0.69,10778.96,21.59,3.85,1.31,14.41,19.05,14.06,12.16,19.76
PRRNX,0,0,S&P500,11.78,-7.86,2.10,2.86,14.53,-8.13,2.26,4.08,123782351.00,190618707.00,6.00,30.00,,162.00,96.00,1.20,21507.24,16.37,2.87,1.24,9.93,20.05,13.19,10.07,19.14
PRRPX,0,0,S&P500,13.70,-8.28,2.39,3.16,14.53,-8.13,2.26,4.08,107604218.00,101500482.00,6.00,25.00,,,25.00,0.07,21713.01,16.24,2.88,1.24,9.81,18.66,13.05,9.70,19.00
PRRTX,0,0,S&P500,14.41,-8.78,2.47,3.26,14.53,-8.13,2.26,4.08,72195144.00,185961692.00,6.00,35.00,,,35.00,0.07,21462.56,16.22,2.88,1.23,9.79,18.56,13.02,9.66,18.97
PRRUX,0,0,S&P500,16.08,-9.68,1.80,2.91,14.53,-8.13,2.26,4.08,1216180.00,51518165.00,6.00,25.00,,,25.00,0.03,20721.06,16.18,2.88,1.23,9.75,18.43,12.98,9.60,18.93
PRRYX,0,0,S&P500,15.04,-9.05,2.37,3.24,14.53,-8.13,2.26,4.08,44812575.00,95210795.00,6.00,36.00,,,36.00,0.07,21331.19,16.19,2.87,1.23,9.77,18.79,13.02,9.69,18.96
PRSCX,811,1694,S&P500,5.74,-12.26,6.23,4.64,14.53,-8.13,2.26,4.08,3743474552.00,4529501509.00,59.00,59.00,54.50,61.00,58.17,1.00,33054.51,24.48,3.95,3.09,15.92,11.68,18.78,12.22,21.83
PRVYX,0,0,S&P500,16.37,-9.34,2.03,3.08,14.53,-8.13,2.26,4.08,17960216.00,54365246.00,6.00,54.50,,,54.50,1.01,20757.15,16.20,2.88,1.23,9.77,18.61,13.00,9.65,18.95
PRWAX,1224,1333,S&P500,6.61,-8.83,5.93,6.04,14.53,-8.13,2.26,4.08,865635431.00,3726276379.00,104.00,53.00,50.90,61.00,54.97,0.91,16033.06,22.86,3.67,2.00,15.12,24.03,12.78,10.68,19.66
PRWCX,1164,1181,S&P500,14.14,-4.10,5.83,6.66,14.53,-8.13,2.26,4.08,7404224174.00,27651770113.00,130.00,50.90,17.60,18.00,28.83,0.92,25615.75,18.01,2.37,1.14,10.06,33.60,8.98,7.31,14.62
PRZZX,0,0,S&P500,15.81,-9.19,2.23,3.21,14.53,-8.13,2.26,4.08,23834526.00,135432081.00,6.00,17.60,,,17.60,0.78,21050.34,16.18,2.88,1.23,9.75,18.40,12.99,9.60,18.93
PSIFX,7675,1865,S&P500,14.20,-8.27,2.09,3.91,14.53,-8.13,2.26,4.08,1790974130.00,1119374396.00,503.00,3.00,5.00,2.00,3.33,0.40,47579.56,17.22,2.81,1.49,10.72,29.33,13.34,10.45,19.71
PSPFX,225,254,S&P500,26.97,-11.48,9.61,4.72,14.53,-8.13,2.26,4.08,787132710.00,93593101.00,272.00,116.00,140.00,101.00,119.00,0.40,3335.24,20.31,3.90,1.88,13.06,16.33,12.28,5.38,13.18
PSPTX,0,0,S&P500,13.37,-10.56,4.59,7.18,14.53,-8.13,2.26,4.08,209275063.00,1456490638.00,293.00,414.00,282.00,96.00,264.00,1.54,,,,,,,,,
PSTIX,0,0,S&P500,-5.11,13.88,3.25,0.57,14.53,-8.13,2.26,4.08,102192016.00,1998052838.00,204.00,742.00,190.00,,466.00,0.74,,,,,,,,,
PSTKX,0,0,S&P500,13.51,-12.33,2.24,4.62,14.53,-8.13,2.26,4.08,1176546129.00,821752329.00,,371.00,287.00,282.00,313.33,0.75,,,,,,,,,
PSVFX,395,1889,S&P500,2.73,-8.66,0.30,2.31,14.53,-8.13,2.26,4.08,2509377.00,24680738.00,21.00,,,,,0.65,77381.47,18.75,3.48,1.86,13.82,24.58,12.98,11.75,21.92
PSXIX,7673,1887,S&P500,14.12,-8.40,2.02,3.83,14.53,-8.13,2.26,4.08,362951484.00,155356793.00,503.00,30.00,1.00,7.00,12.67,0.36,46929.37,17.27,2.81,1.50,10.76,29.42,13.34,10.41,19.62
PTEZX,3028,1862,S&P500,14.67,-8.05,1.14,3.30,14.53,-8.13,2.26,4.08,180741065.00,224862911.00,238.00,74.00,73.00,,73.50,0.34,42233.80,15.91,2.73,1.54,10.35,27.13,13.30,11.02,20.66
PTWZX,556,1289,S&P500,14.58,-8.08,5.46,5.20,14.53,-8.13,2.26,4.08,933822114.00,1141362897.00,41.00,76.00,105.00,62.00,81.00,0.91,37375.44,20.09,3.80,1.92,13.36,27.61,13.59,10.28,21.18
PWBAX,0,0,S&P500,13.52,-5.69,3.26,4.21,14.53,-8.13,2.26,4.08,131677129.00,317883033.00,,4.00,,,4.00,1.02,,,,,,,,,
PXTIX,0,0,S&P500,16.35,-10.31,7.82,9.96,14.53,-8.13,2.26,4.08,465215317.00,1863132837.00,228.00,,,,,0.40,,,,,,,,,
QEAAX,0,0,S&P500,12.42,-5.38,2.94,2.07,14.53,-8.13,2.26,4.08,662000.00,29423388.00,,144.00,,,144.00,1.50,,,,,,,,,
QIBGX,1769,1250,S&P500,10.11,-5.28,1.60,2.73,14.53,-8.13,2.26,4.08,74402893.00,138974634.00,285.00,127.00,,124.00,125.50,1.50,22565.81,14.93,2.39,1.43,9.88,22.83,17.05,11.65,18.26
QUAGX,602,1014,S&P500,7.49,-7.85,0.44,0.57,14.53,-8.13,2.26,4.08,822186773.00,72814007.00,58.00,205.00,332.70,401.00,312.90,1.17,13910.40,17.85,2.64,2.18,10.84,27.29,15.68,9.14,16.88
RBCGX,2242,1146,S&P500,1.45,1.41,12.81,10.02,14.53,-8.13,2.26,4.08,49376974.00,70996256.00,242.00,168.00,94.00,524.00,262.00,2.16,13696.85,22.29,4.07,1.60,14.60,26.74,11.66,9.20,18.10
RCKSX,537,1199,S&P500,3.07,-12.52,3.44,2.89,14.53,-8.13,2.26,4.08,11054399.00,8449986.00,45.00,45.00,,,45.00,1.63,16221.01,27.53,4.12,3.43,20.18,20.99,16.81,11.08,18.95
RDMIX,0,0,S&P500,10.66,9.06,7.45,,14.53,-8.13,2.26,4.08,,27717321.00,,,,,,,,,,,,,,,
RELAX,0,0,S&P500,18.53,-1.74,4.63,4.04,14.53,-8.13,2.26,4.08,48472256.00,57502801.00,30.00,107.00,130.00,,118.50,1.48,11541.72,18.33,2.76,1.40,9.97,22.44,13.27,7.77,16.99
RETSX,3635,1642,S&P500,9.87,-11.12,1.66,3.33,14.53,-8.13,2.26,4.08,434402852.00,2021954391.00,261.00,43.00,32.15,,37.58,1.50,47170.50,18.65,3.25,1.88,12.57,27.15,15.17,11.10,20.39
RIMEX,1474,1713,S&P500,12.02,-7.78,2.11,2.68,14.53,-8.13,2.26,4.08,568249014.00,108603330.00,91.00,82.00,82.83,85.00,83.28,0.92,43241.67,19.25,3.31,1.91,13.09,28.61,14.89,10.93,21.48
RIMHX,0,0,S&P500,19.57,-2.12,5.47,6.25,14.53,-8.13,2.26,4.08,37521628.00,250419860.00,131.00,2.00,0.96,29.00,10.65,1.16,5481.01,16.08,2.26,1.25,8.98,51.10,14.85,8.80,15.05
RMBHX,605,1186,S&P500,8.19,-7.94,4.39,5.65,14.53,-8.13,2.26,4.08,110701000.00,85006961.00,,0.96,59.40,94.00,51.45,1.35,,,,,,,,,
RPFCX,146,192,S&P500,15.00,-11.32,4.38,3.18,14.53,-8.13,2.26,4.08,391788641.00,200294580.00,46.00,17.00,21.26,34.00,24.09,1.39,9844.24,21.49,3.31,1.69,11.98,40.42,19.34,11.56,25.45
RPFGX,177,1034,S&P500,17.34,-14.71,-0.10,0.95,14.53,-8.13,2.26,4.08,912564373.00,1126026080.00,23.00,21.26,,15.00,18.13,1.08,17762.07,18.88,2.39,1.85,,,14.66,16.14,21.07
RPFRX,11,29,S&P500,33.30,-14.48,-0.47,3.22,14.53,-8.13,2.26,4.08,633967539.00,207171612.00,41.00,25.00,31.37,53.00,36.46,1.01,3433.08,26.77,2.66,6.24,,,31.51,9.77,11.51
RQEYX,2875,1809,S&P500,15.56,-8.71,1.15,3.71,14.53,-8.13,2.26,4.08,52494676.00,4086019243.00,189.00,31.37,,17.00,24.19,1.26,44782.22,15.16,2.70,1.06,8.80,25.21,12.56,10.28,19.80
RRRRX,70,254,S&P500,34.40,-10.50,3.53,6.22,14.53,-8.13,2.26,4.08,1291533151.00,1403124640.00,55.00,66.00,79.00,36.00,60.33,0.98,5413.78,32.48,2.60,4.80,,,23.03,8.55,9.82
RSRFX,440,950,S&P500,17.59,-4.73,3.49,4.62,14.53,-8.13,2.26,4.08,65915000.00,47182665.00,51.00,79.00,,,79.00,0.54,15928.67,16.29,2.33,1.04,8.49,42.59,7.88,4.61,17.89
RYBIX,332,628,S&P500,22.60,-2.87,12.55,7.82,14.53,-8.13,2.26,4.08,43994454.00,103066346.00,104.00,891.00,1669.00,1943.00,1501.00,1.33,4632.33,15.07,2.34,0.81,9.44,38.38,6.84,6.33,17.22
RYCIX,412,958,S&P500,16.21,0.24,7.05,8.39,14.53,-8.13,2.26,4.08,14797167.00,346252054.00,74.00,907.00,914.00,1205.00,1008.67,1.38,13699.53,17.71,3.16,0.82,11.13,41.33,8.93,9.82,27.26
RYEIX,539,997,S&P500,13.20,-5.81,6.54,4.21,14.53,-8.13,2.26,4.08,178120701.00,31811846.00,88.00,546.00,913.00,1362.00,940.33,1.36,20066.65,14.72,2.93,1.23,8.47,27.59,13.49,9.00,20.26
RYFIX,1237,972,S&P500,14.68,-20.58,-7.47,-4.74,14.53,-8.13,2.26,4.08,35205204.00,56385967.00,174.00,1005.00,1200.00,2336.00,1513.67,1.36,11427.58,15.09,2.07,2.45,,,21.61,14.16,15.54
RYHIX,1015,1554,S&P500,6.60,-4.87,2.70,4.96,14.53,-8.13,2.26,4.08,80582572.00,66717019.00,183.00,610.00,1204.00,1395.00,1069.67,1.36,20507.20,25.51,3.88,1.81,15.79,21.71,10.99,8.34,15.72
RYHRX,32,57,S&P500,26.28,-14.89,-1.42,1.53,14.53,-8.13,2.26,4.08,12631282.00,10447284.00,112.00,1773.00,,,1773.00,1.36,2877.52,26.40,2.32,4.35,,,23.41,9.03,10.52
RYIIX,347,1368,S&P500,7.52,-12.34,5.87,4.96,14.53,-8.13,2.26,4.08,24502580.00,26145213.00,46.00,1947.00,1340.00,2052.00,1779.67,1.61,16115.07,30.64,3.19,3.59,19.00,25.13,17.23,9.28,12.27
RYKIX,468,987,S&P500,9.29,-21.46,-12.20,-9.07,14.53,-8.13,2.26,4.08,10306728.00,53772415.00,99.00,1692.00,1435.00,1495.00,1540.67,1.36,11406.51,13.60,1.88,3.61,,,28.15,14.54,14.71
RYLIX,350,977,S&P500,19.09,-14.97,1.40,4.16,14.53,-8.13,2.26,4.08,6689494.00,56419200.00,80.00,1046.00,1870.00,3179.00,2031.67,1.36,6946.78,23.00,2.67,1.55,12.37,34.53,4.93,5.62,11.25
RYMIX,445,1318,S&P500,15.60,-10.86,0.84,-0.88,14.53,-8.13,2.26,4.08,9518702.00,3581679.00,70.00,1142.00,1506.00,2431.00,1693.00,1.36,17968.71,19.86,2.23,1.93,9.81,35.59,7.65,5.59,11.65
RYMSX,2450,512,S&P500,6.78,-2.90,-1.29,-0.18,14.53,-8.13,2.26,4.08,13480773.00,82905356.00,313.00,,,,,1.37,9964.45,17.51,2.51,1.10,10.19,31.08,11.12,8.10,14.58
RYNVX,3603,1344,S&P500,17.75,-17.37,-1.79,1.54,14.53,-8.13,2.26,4.08,273613609.00,181060375.00,220.00,388.00,540.00,,464.00,1.21,36772.93,15.80,2.71,1.29,9.29,31.95,13.65,10.73,21.70
RYOIX,147,800,S&P500,-1.62,-2.35,4.11,9.21,14.53,-8.13,2.26,4.08,141867326.00,322857809.00,55.00,585.00,548.00,477.00,536.67,1.25,6922.89,36.11,4.61,7.95,24.97,27.69,7.10,-1.50,2.65
RYPIX,108,697,S&P500,8.64,-9.04,1.33,1.57,14.53,-8.13,2.26,4.08,88329095.00,28136082.00,34.00,929.00,1624.00,2786.00,1779.67,1.35,7253.96,19.91,2.48,0.94,9.07,35.30,6.75,6.46,14.98
RYPMX,38,448,S&P500,30.47,-0.09,15.63,6.11,14.53,-8.13,2.26,4.08,231053437.00,65937367.00,26.00,358.00,550.00,744.00,550.67,1.36,4523.24,35.39,3.91,5.85,18.46,14.77,11.07,2.64,8.94
RYRIX,529,1090,S&P500,8.03,-13.95,2.15,4.67,14.53,-8.13,2.26,4.08,10226284.00,19108433.00,99.00,1505.00,1825.00,3788.00,2372.67,1.26,9143.29,19.85,2.79,0.72,12.27,25.26,5.91,9.02,18.18
RYSIX,417,1451,S&P500,3.06,-19.79,-1.24,-3.36,14.53,-8.13,2.26,4.08,37350183.00,75887562.00,65.00,1106.00,1359.00,2413.00,1626.00,1.35,6345.59,26.64,2.75,3.06,15.44,13.30,11.42,7.58,9.31
RYTIX,1464,1650,S&P500,4.40,-13.40,2.39,1.93,14.53,-8.13,2.26,4.08,43140481.00,73457172.00,284.00,1304.00,1853.00,1938.00,1698.33,1.36,17405.16,24.27,3.45,2.06,14.93,17.54,14.63,10.05,17.15
RYTNX,0,0,S&P500,21.17,-25.94,-6.33,-1.69,14.53,-8.13,2.26,4.08,377233428.00,139013785.00,502.00,77.00,190.00,,133.50,1.36,46892.15,17.29,2.81,1.50,10.76,29.38,13.33,10.41,19.60
RYTPX,0,0,S&P500,-15.65,9.60,-14.90,-18.02,14.53,-8.13,2.26,4.08,289189638.00,36864266.00,4.00,190.00,,,190.00,1.70,,,,,,,,,
RYUIX,327,663,S&P500,19.12,-0.53,3.63,5.23,14.53,-8.13,2.26,4.08,60461811.00,51295569.00,82.00,1124.00,1609.00,3158.00,1963.67,1.70,6297.75,16.75,1.88,1.00,7.68,55.23,6.92,2.81,13.56
RYURX,0,0,S&P500,-5.87,9.86,-4.09,-6.49,14.53,-8.13,2.26,4.08,411191554.00,90307194.00,9.00,,,3158.00,3158.00,1.35,,,,,,,,,
RYVIX,198,1025,S&P500,12.97,-12.40,6.49,3.28,14.53,-8.13,2.26,4.08,214495432.00,14919356.00,36.00,501.00,1009.00,971.00,827.00,1.38,7829.08,25.64,3.43,2.75,17.79,25.48,12.27,7.79,14.10
SAOPX,429,824,S&P500,19.12,-8.94,0.06,0.88,14.53,-8.13,2.26,4.08,134907121.00,60550072.00,54.00,1.00,1.00,5.00,2.33,1.37,16708.64,14.04,2.09,1.22,,,12.49,10.47,15.75
SAUIX,0,0,S&P500,16.50,-7.93,2.16,3.14,14.53,-8.13,2.26,4.08,179973382.00,1768794029.00,7.00,38.00,147.00,,92.50,1.06,26560.06,15.99,2.74,1.30,9.93,22.28,13.77,10.24,19.37
SAWIX,0,0,S&P500,13.03,-4.20,3.45,4.16,14.53,-8.13,2.26,4.08,428354563.00,2155425533.00,7.00,147.00,140.00,,143.50,0.72,25644.56,16.07,2.74,1.29,9.92,21.63,13.60,10.02,19.20
SAYIX,0,0,S&P500,14.93,-6.23,2.80,3.64,14.53,-8.13,2.26,4.08,284770974.00,2348936887.00,7.00,140.00,138.00,,139.00,0.74,26262.93,16.04,2.74,1.30,9.91,21.67,13.66,10.07,19.27
SBFAX,0,0,S&P500,11.97,-8.41,-1.07,1.34,14.53,-8.13,2.26,4.08,32482625.00,204988962.00,29.00,138.00,30.00,,84.00,0.73,23834.91,13.59,1.70,2.27,,,22.29,13.46,13.69
SBMBX,228,765,S&P500,8.54,-8.74,5.79,2.09,14.53,-8.13,2.26,4.08,6164449.00,2481036.00,33.00,65.00,88.00,22.00,58.33,1.41,7318.55,17.44,3.51,2.21,12.23,30.06,13.79,7.53,17.38
SBSPX,7675,1903,S&P500,13.90,-8.66,1.75,3.54,14.53,-8.13,2.26,4.08,501793304.00,250959143.00,507.00,8.00,6.00,2.00,5.33,2.70,46867.49,17.28,2.81,1.50,10.77,29.39,13.33,10.41,19.60
SCGDX,20,217,S&P500,38.96,6.24,18.29,7.61,14.53,-8.13,2.26,4.08,503009870.00,104757304.00,56.00,6.00,76.00,,41.00,0.57,4375.42,39.59,4.18,6.76,21.10,6.51,8.38,1.26,3.25
SCHLX,611,1183,S&P500,6.70,-2.45,3.85,6.38,14.53,-8.13,2.26,4.08,192880267.00,303212014.00,82.00,61.00,62.00,53.00,58.67,1.33,18696.86,28.34,3.95,2.35,18.74,20.02,10.66,4.31,12.07
SCPAX,6171,1554,S&P500,14.19,-11.11,0.03,2.45,14.53,-8.13,2.26,4.08,4465631671.00,3701423063.00,,71.00,67.00,,69.00,1.39,,,,,,,,,
SCPIX,0,0,S&P500,14.10,-8.45,1.95,3.75,14.53,-8.13,2.26,4.08,368526121.00,942172922.00,505.00,9.00,10.79,19.00,12.93,0.33,47152.77,17.27,2.81,1.51,10.77,29.40,13.36,10.43,19.62
SDIVX,393,1262,S&P500,20.22,-6.16,2.85,5.07,14.53,-8.13,2.26,4.08,2654210.00,28975641.00,,10.79,,,10.79,0.45,,,,,,,,,
SDVGX,962,1218,S&P500,17.71,-1.71,6.64,7.11,14.53,-8.13,2.26,4.08,19349320.00,1055001482.00,82.00,55.00,13.67,,34.34,1.25,25768.11,16.90,3.05,1.44,10.70,31.32,13.66,10.21,23.14
SEBLX,1626,1675,S&P500,11.42,-2.54,4.70,5.49,14.53,-8.13,2.26,4.08,246350667.00,343351247.00,131.00,187.00,220.00,,203.50,1.00,50138.07,18.36,3.05,1.92,12.27,28.08,13.05,10.49,20.83
SECEX,769,1757,S&P500,10.86,-12.50,-0.27,0.89,14.53,-8.13,2.26,4.08,377121858.00,206039666.00,50.00,32.00,28.00,54.00,38.00,1.17,50515.74,18.92,2.67,1.27,12.18,27.17,9.79,8.99,16.31
SECMX,1495,961,S&P500,9.19,-0.27,5.06,5.19,14.53,-8.13,2.26,4.08,54794478.00,289830025.00,216.00,174.00,,,174.00,1.28,40934.25,15.12,2.39,1.28,9.82,29.22,12.62,9.80,19.50
SEECX,7210,1036,S&P500,12.32,-9.92,3.27,4.58,14.53,-8.13,2.26,4.08,86491162.00,366177230.00,,15.00,,,15.00,1.17,,,,,,,,,
SENCX,1596,1719,S&P500,15.16,-6.13,3.90,4.98,14.53,-8.13,2.26,4.08,1072233912.00,2062275288.00,99.00,26.00,57.00,,41.50,1.05,49295.18,18.14,3.05,1.90,12.24,27.52,13.14,10.67,21.01
SEQUX,166,724,S&P500,6.40,-5.28,3.08,6.16,14.53,-8.13,2.26,4.08,3573311339.00,4153640857.00,,8.00,6.00,8.00,7.33,1.05,,,,,,,,,
SESIX,1223,1757,S&P500,7.30,-5.56,2.60,2.84,14.53,-8.13,2.26,4.08,320344098.00,119771230.00,104.00,6.00,45.00,56.00,35.67,1.00,45009.55,19.62,3.01,1.78,12.28,22.17,12.29,10.77,20.59
SFPAX,311,1401,S&P500,15.73,-17.29,-8.04,-6.11,14.53,-8.13,2.26,4.08,2416591.00,2012946.00,25.00,150.00,199.00,32.00,127.00,2.00,24726.04,16.35,2.80,2.67,,,19.98,17.52,21.87
SGFFX,448,1152,S&P500,14.68,-11.60,-1.56,1.04,14.53,-8.13,2.26,4.08,469005.00,10547962.00,44.00,50.00,78.12,165.00,97.71,2.70,10111.88,17.27,3.17,1.69,14.26,23.47,14.36,12.62,21.27
SGOAX,0,0,S&P500,15.18,-9.36,2.30,3.45,14.53,-8.13,2.26,4.08,104266372.00,129848649.00,8.00,71.00,1.00,,36.00,2.25,20929.57,17.30,2.75,1.34,10.68,24.79,12.42,9.02,17.99
SHAPX,1399,1407,S&P500,12.80,-4.24,3.55,4.95,14.53,-8.13,2.26,4.08,5933944706.00,5881382908.00,111.00,53.00,40.00,74.00,55.67,0.96,46708.77,19.54,3.02,1.82,12.15,26.38,13.16,9.54,19.22
SHPAX,294,1085,S&P500,-5.77,-7.66,2.96,5.28,14.53,-8.13,2.26,4.08,21551405.00,20672754.00,28.00,40.00,65.00,10.00,38.33,0.93,11406.41,31.85,4.20,1.64,17.07,19.15,14.26,7.69,14.77
SIDIX,7675,1868,S&P500,14.30,-8.28,2.20,4.00,14.53,-8.13,2.26,4.08,103524539.00,17684497.00,504.00,12.00,13.00,16.00,13.67,2.70,46904.37,17.29,2.81,1.50,10.78,29.36,13.33,10.42,19.61
SIIVX,947,1143,S&P500,14.57,-2.60,4.13,4.34,14.53,-8.13,2.26,4.08,189600415.00,762777581.00,641.00,131.00,158.00,145.00,144.67,0.15,47105.73,19.23,3.09,1.98,12.52,15.53,12.40,9.48,19.18
SILCX,1738,1697,S&P500,17.65,-3.71,4.69,5.19,14.53,-8.13,2.26,4.08,83503137.00,15309256.00,112.00,36.00,,35.00,35.50,0.39,46824.28,17.39,2.79,1.69,11.03,30.88,12.74,10.27,19.57
SIMFX,450,1284,S&P500,14.95,-4.72,2.36,2.81,14.53,-8.13,2.26,4.08,17012000.00,8334030.00,33.00,20.00,31.70,27.00,26.23,0.41,30144.34,17.31,2.73,1.50,11.36,35.89,11.18,7.88,18.89
SISAX,0,0,S&P500,15.36,-9.32,2.39,3.45,14.53,-8.13,2.26,4.08,54890447.00,66298250.00,8.00,18.00,44.00,34.00,32.00,1.49,21002.06,17.31,2.75,1.35,10.68,24.80,12.42,9.02,18.00
SITLX,0,0,S&P500,9.41,-8.57,0.06,0.92,14.53,-8.13,2.26,4.08,4781134.00,2711464.00,21.00,14.00,35.19,,24.60,1.39,21225.29,18.41,2.77,1.41,11.47,28.51,12.35,9.65,17.77
SKTAX,0,0,S&P500,15.23,-9.73,1.93,3.16,14.53,-8.13,2.26,4.08,20645534.00,27437593.00,7.00,35.19,,,35.19,1.88,20863.94,17.31,2.75,1.34,10.68,24.85,12.42,9.02,17.99
SLASX,734,1379,S&P500,14.62,-9.48,1.71,2.32,14.53,-8.13,2.26,4.08,9647888994.00,2333486206.00,71.00,4.00,3.00,19.00,8.67,0.90,34471.04,15.72,2.67,1.42,10.62,24.60,15.01,12.50,21.08
SLEAX,1078,1317,S&P500,15.94,-13.42,-2.62,0.09,14.53,-8.13,2.26,4.08,277986810.00,594000000.00,82.00,3.00,2.00,3.00,2.67,0.92,31248.42,17.29,2.24,1.27,9.82,32.02,10.58,7.37,14.79
SLIAX,0,0,S&P500,13.68,-8.80,1.53,3.33,14.53,-8.13,2.26,4.08,539728000.00,1422600000.00,,2.00,,12.00,7.00,1.18,,,,,,,,,
SLRIX,0,0,S&P500,8.90,-0.99,4.48,4.94,14.53,-8.13,2.26,4.08,121985936.00,1254596566.00,7.00,11.00,,,11.00,0.80,22637.81,16.23,2.73,1.28,10.00,21.67,13.35,9.81,18.89
SMEAX,5,5,S&P500,14.76,-5.69,5.17,5.49,14.53,-8.13,2.26,4.08,428219982.00,1275811173.00,107.00,52.00,124.00,117.00,97.67,0.76,1179.46,19.98,2.82,1.47,11.94,29.70,9.07,7.67,14.31
SMGAX,0,0,S&P500,16.41,-6.46,4.83,6.50,14.53,-8.13,2.26,4.08,31661929.00,44522551.00,5.00,124.00,,,124.00,1.53,5705.19,22.28,2.57,1.51,10.51,35.18,15.46,8.82,14.95
SMMIX,1917,1479,S&P500,9.31,-6.56,2.22,3.00,14.53,-8.13,2.26,4.08,2359120117.00,1959692835.00,136.00,31.00,31.00,,31.00,0.93,27697.94,17.14,3.13,1.35,11.04,23.07,13.16,10.38,20.47
SNAEX,4604,1495,S&P500,13.57,-7.52,2.63,4.05,14.53,-8.13,2.26,4.08,1308934000.00,944906812.00,525.00,30.00,54.00,,42.00,0.96,34518.33,16.75,2.84,1.43,10.74,28.03,13.64,10.68,19.84
SOAVX,918,1790,S&P500,13.19,-4.87,2.37,3.30,14.53,-8.13,2.26,4.08,39681649.00,84553770.00,58.00,15.00,,,15.00,1.97,49321.53,17.43,2.99,1.42,11.95,28.08,12.14,11.09,20.95
SOPTX,1330,740,S&P500,11.45,-8.34,1.22,3.50,14.53,-8.13,2.26,4.08,2643748035.00,5809504557.00,624.00,49.00,,,49.00,1.97,18915.42,20.13,3.01,1.86,12.19,36.22,12.74,7.31,15.09
SPFIX,7655,1918,S&P500,14.12,-8.14,2.14,3.96,14.53,-8.13,2.26,4.08,103164000.00,160726059.00,506.00,3.00,2.00,4.00,3.00,1.61,46666.19,17.26,2.81,1.49,10.75,29.44,13.33,10.42,19.62
SPIDX,7673,1902,S&P500,14.12,-8.30,2.08,3.86,14.53,-8.13,2.26,4.08,1460365020.00,1031174219.00,504.00,3.00,2.00,2.00,2.33,0.27,46934.24,17.27,2.81,1.50,10.75,29.42,13.34,10.42,19.61
SRVEX,905,1874,S&P500,13.92,-6.80,2.78,3.21,14.53,-8.13,2.26,4.08,3312788619.00,516320634.00,,93.00,86.00,,89.50,0.46,,,,,,,,,
SRWAX,0,0,S&P500,13.04,-7.30,2.68,3.84,14.53,-8.13,2.26,4.08,372142077.00,304509248.00,9.00,8.00,,,8.00,1.10,14485.19,17.32,2.78,1.22,10.25,23.23,11.69,8.45,17.85
SSGAX,0,0,S&P500,15.67,-10.15,1.71,3.07,14.53,-8.13,2.26,4.08,147823930.00,255600534.00,9.00,13.00,,,13.00,0.10,15141.36,17.26,2.79,1.23,10.24,23.16,11.83,8.60,18.07
SSGFX,510,1150,S&P500,9.33,-6.08,2.40,3.36,14.53,-8.13,2.26,4.08,12338216.00,37477725.00,55.00,4.00,8.00,,6.00,1.24,9571.38,22.81,3.03,1.73,13.47,25.32,11.64,9.55,15.50
SSHFX,432,1156,S&P500,15.25,-8.11,1.78,2.90,14.53,-8.13,2.26,4.08,2264874042.00,2005254494.00,38.00,62.00,50.00,72.00,61.33,0.78,19627.99,18.76,2.02,1.28,9.67,32.14,7.87,6.82,11.97
